;# STN;YYYYMMDD;   HH;   DD;   FH;   FF;   FX;    T; T10N;   TD;   SQ;    Q;   DR;   RH;    P;   VV;    N;    U;   WW;   IX;    M;    R;    S;    O;    Y
239;260;20210111;24;230;60;60;110;70;   56;61;0;0;10;2;10076;61;8;93;   51;7;0;1;0;0;0
240;260;20210112;1;230;70;70;120;69;     ;63;0;0;10;14;10063;50;8;95;   82;7;0;1;0;0;0
241;260;20210112;2;240;60;60;130;71;     ;65;0;0;10;15;10055;46;8;95;   62;7;0;1;0;0;0
242;260;20210112;3;250;50;50;100;77;     ;72;0;0;10;29;10050;57;8;96;   62;7;0;1;0;0;0
243;260;20210112;4;250;40;40;90;79;     ;73;0;0;10;34;10040;57;8;96;   62;7;0;1;0;0;0
244;260;20210112;5;260;50;50;100;82;     ;75;0;0;10;33;10033;60;8;95;   61;7;0;1;0;0;0
245;260;20210112;6;280;50;40;90;78;   67;69;0;0;10;20;10033;63;8;94;   57;7;0;1;0;0;0
246;260;20210112;7;290;30;30;90;74;     ;60;0;0;7;3;10038;65;8;91;   57;7;0;1;0;0;0
247;260;20210112;8;330;30;40;80;66;     ;58;0;0;0;-1;10049;65;8;94;   51;7;0;1;0;0;0
248;260;20210112;9;330;40;30;80;60;     ;48;2;11;0;-1;10063;65;8;91;   23;7;0;1;0;0;0
249;260;20210112;10;320;30;40;80;60;     ;39;0;23;0;0;10074;70;8;86;     ;5;0;0;0;0;0
250;260;20210112;11;320;40;40;100;63;     ;34;5;58;2;1;10086;70;7;81;   81;7;0;1;0;0;0
251;260;20210112;12;320;50;40;100;60;   50;2;7;76;0;-1;10089;80;3;66;   23;7;0;1;0;0;0
252;260;20210112;13;300;50;50;100;68;     ;-10;10;89;0;0;10092;82;1;57;     ;5;0;0;0;0;0
253;260;20210112;14;300;40;40;100;67;     ;2;8;62;0;0;10097;80;3;63;     ;5;0;0;0;0;0
254;260;20210112;15;290;40;30;130;44;     ;20;7;25;2;2;10107;70;4;84;   23;7;0;1;0;0;0
255;260;20210112;16;300;30;30;120;39;     ;20;2;14;2;8;10118;70;4;87;   23;7;0;1;0;0;0
256;260;20210112;17;320;20;20;70;33;     ;15;0;0;0;0;10125;70;1;87;     ;5;0;0;0;0;0
257;260;20210112;18;310;20;20;30;24;    2;12;0;0;0;0;10136;65;0;91;    1;7;0;0;0;0;0
258;260;20210112;19;280;20;20;40;12;     ;-1;0;0;0;0;10143;65;0;91;     ;5;0;0;0;0;0
259;260;20210112;20;270;20;20;40;20;     ;-2;0;0;0;0;10150;70;2;84;     ;5;0;0;0;0;0
260;260;20210112;21;270;20;20;40;28;     ;-4;0;0;0;0;10154;74;1;79;     ;5;0;0;0;0;0
261;260;20210112;22;300;30;30;80;34;     ;2;0;0;0;0;10160;75;4;79;     ;5;0;0;0;0;0
262;260;20210112;23;260;20;20;60;25;     ;0;0;0;0;0;10164;70;0;83;     ;5;0;0;0;0;0
263;260;20210112;24;240;30;30;50;23;  -16;0;0;0;0;0;10165;70;1;84;     ;5;0;0;0;0;0
264;260;20210113;1;260;30;20;90;24;     ;12;0;0;4;1;10163;65;7;91;   81;7;0;1;0;0;0
265;260;20210113;2;260;30;40;60;29;     ;3;0;0;0;-1;10163;70;5;83;   23;7;0;1;0;0;0
266;260;20210113;3;270;30;30;60;31;     ;14;0;0;2;5;10167;47;8;88;   81;7;0;1;0;0;0
267;260;20210113;4;270;30;30;80;35;     ;16;0;0;0;-1;10166;70;8;87;   23;7;0;1;0;0;0
268;260;20210113;5;270;40;30;70;38;     ;6;0;0;0;0;10162;74;8;79;     ;5;0;0;0;0;0
269;260;20210113;6;270;30;40;70;39;    2;3;0;0;0;0;10161;75;8;77;    2;7;0;0;0;0;0
270;260;20210113;7;270;30;30;70;38;     ;-1;0;0;0;0;10159;75;8;75;     ;5;0;0;0;0;0
271;260;20210113;8;250;30;40;70;37;     ;0;0;1;0;0;10159;75;8;77;     ;5;0;0;0;0;0
272;260;20210113;9;260;30;40;80;46;     ;3;8;24;0;0;10158;75;8;73;     ;5;0;0;0;0;0
273;260;20210113;10;260;40;40;80;50;     ;6;8;44;0;0;10158;73;6;73;     ;5;0;0;0;0;0
274;260;20210113;11;280;40;40;80;54;     ;7;8;67;0;0;10157;75;4;71;     ;5;0;0;0;0;0
275;260;20210113;12;290;50;50;100;60;   20;3;3;65;0;0;10153;80;7;67;     ;5;0;0;0;0;0
276;260;20210113;13;270;50;50;100;55;     ;-4;5;55;0;0;10146;78;4;65;     ;5;0;0;0;0;0
277;260;20210113;14;270;50;50;90;53;     ;1;7;56;0;0;10143;80;8;69;     ;5;0;0;0;0;0
278;260;20210113;15;270;40;40;90;50;     ;4;3;17;0;0;10143;75;8;72;     ;5;0;0;0;0;0
279;260;20210113;16;270;40;40;80;49;     ;10;0;3;0;0;10142;75;8;76;     ;5;0;0;0;0;0
280;260;20210113;17;270;30;30;70;46;     ;16;0;0;0;-1;10139;75;8;80;   23;7;0;1;0;0;0
281;260;20210113;18;280;30;30;70;44;   34;23;0;0;0;0;10139;70;8;85;    2;7;0;0;0;0;0
282;260;20210113;19;280;20;20;50;45;     ;24;0;0;0;0;10144;70;8;86;     ;5;0;0;0;0;0
283;260;20210113;20;280;20;30;50;49;     ;20;0;0;0;-1;10146;70;8;81;   22;7;0;1;0;0;0
284;260;20210113;21;330;30;40;90;46;     ;30;0;0;5;2;10153;60;8;89;   81;7;0;1;0;0;0
285;260;20210113;22;340;20;20;60;42;     ;28;0;0;0;-1;10161;70;8;90;   23;7;0;1;0;0;0
286;260;20210113;23;360;20;20;60;40;     ;7;0;0;0;0;10171;73;8;78;     ;5;0;0;0;0;0
287;260;20210113;24;360;20;20;50;36;   27;-9;0;0;0;0;10175;75;8;72;    2;7;0;0;0;0;0
288;260;20210114;1;10;10;20;30;33;     ;-14;0;0;0;0;10176;75;8;71;     ;5;0;0;0;0;0
289;260;20210114;2;360;20;20;30;28;     ;-13;0;0;0;0;10181;75;8;74;     ;5;0;0;0;0;0
290;260;20210114;3;310;10;10;20;15;     ;-5;0;0;0;0;10184;70;8;86;     ;5;0;0;0;0;0
291;260;20210114;4;320;10;10;20;5;     ;-6;0;0;0;0;10186;65;8;91;     ;5;0;0;0;0;0
292;260;20210114;5;20;10;10;20;2;     ;-5;0;0;0;0;10187;65;8;95;     ;5;0;0;0;0;0
293;260;20210114;6;40;20;10;20;7;    0;-7;0;0;0;0;10191;70;8;90;     ;5;0;0;0;0;0
294;260;20210114;7;70;10;10;20;4;     ;-7;0;0;0;0;10195;65;8;92;     ;5;0;0;0;0;0
295;260;20210114;8;70;20;20;30;10;     ;-9;0;0;0;0;10199;70;8;87;     ;5;0;0;0;0;0
296;260;20210114;9;80;20;30;40;15;     ;-9;0;10;0;0;10204;70;8;84;     ;5;0;0;0;0;0
297;260;20210114;10;90;30;40;60;19;     ;-13;0;24;0;0;10206;75;8;79;     ;5;0;0;0;0;0
298;260;20210114;11;110;40;40;70;21;     ;-14;0;45;0;0;10203;75;8;77;     ;5;0;0;0;0;0
299;260;20210114;12;100;40;50;80;23;    0;-17;0;51;0;0;10199;75;8;75;     ;5;0;0;0;0;0
300;260;20210114;13;100;50;50;80;22;     ;-19;0;47;0;0;10195;75;8;74;     ;5;0;0;0;0;0
301;260;20210114;14;90;50;50;70;21;     ;-19;3;42;0;0;10192;75;8;74;     ;5;0;0;0;0;0
302;260;20210114;15;80;50;60;90;19;     ;-26;10;29;0;0;10193;75;8;71;     ;5;0;0;0;0;0
303;260;20210114;16;90;50;50;80;17;     ;-24;2;6;0;0;10196;75;8;74;     ;5;0;0;0;0;0
304;260;20210114;17;70;50;50;80;13;     ;-23;0;0;0;0;10199;75;8;77;     ;5;0;0;0;0;0
305;260;20210114;18;70;50;50;80;11;   -1;-20;0;0;0;0;10204;75;8;79;     ;5;0;0;0;0;0
306;260;20210114;19;70;40;40;80;8;     ;-22;0;0;0;0;10211;75;8;80;     ;5;0;0;0;0;0
307;260;20210114;20;60;40;40;70;0;     ;-23;0;0;0;0;10215;70;8;84;     ;5;0;0;0;0;0
308;260;20210114;21;50;40;40;60;-1;     ;-24;0;0;0;0;10221;70;8;84;     ;5;0;0;0;0;0
309;260;20210114;22;40;40;30;60;-4;     ;-21;0;0;0;0;10228;66;8;88;     ;5;0;0;0;0;0
310;260;20210114;23;40;40;40;60;-5;     ;-23;0;0;0;0;10234;67;8;87;     ;5;0;0;0;0;0
311;260;20210114;24;40;40;40;70;-6;  -19;-31;0;0;0;0;10238;70;8;83;     ;5;0;0;0;0;0
312;260;20210115;1;40;40;30;60;-4;     ;-37;0;0;0;0;10243;75;8;78;     ;5;0;0;0;0;0
313;260;20210115;2;10;20;20;50;0;     ;-33;0;0;0;0;10250;75;8;78;     ;5;0;0;0;0;0
314;260;20210115;3;360;30;20;40;5;     ;-34;0;0;0;0;10254;75;8;75;     ;5;0;0;0;0;0
315;260;20210115;4;360;20;20;40;8;     ;-35;0;0;0;0;10258;75;8;73;     ;5;0;0;0;0;0
316;260;20210115;5;10;20;20;40;9;     ;-32;0;0;0;0;10262;75;8;74;     ;5;0;0;0;0;0
317;260;20210115;6;10;20;20;50;12;  -23;-32;0;0;0;0;10268;75;8;72;     ;5;0;0;0;0;0
318;260;20210115;7;30;20;20;50;15;     ;-36;0;0;0;0;10274;80;8;68;     ;5;0;0;0;0;0
319;260;20210115;8;330;20;10;40;10;     ;-31;0;0;0;0;10279;75;8;73;     ;5;0;0;0;0;0
320;260;20210115;9;330;10;20;30;14;     ;-30;0;5;0;0;10287;75;8;72;     ;5;0;0;0;0;0
321;260;20210115;10;320;20;10;30;14;     ;-22;0;9;0;0;10294;75;8;77;     ;5;0;0;0;0;0
322;260;20210115;11;290;10;10;20;15;     ;-18;0;11;0;0;10298;75;8;78;     ;5;0;0;0;0;0
323;260;20210115;12;320;10;10;30;21;    1;-18;0;18;0;0;10297;75;8;75;     ;5;0;0;0;0;0
324;260;20210115;13;10;20;10;30;22;     ;-18;0;16;0;0;10296;75;8;74;     ;5;0;0;0;0;0
325;260;20210115;14;290;10;10;20;22;     ;-17;0;12;0;0;10296;71;8;75;     ;5;0;0;0;0;0
326;260;20210115;15;0;10;0;20;23;     ;-14;0;9;0;0;10297;75;8;76;     ;5;0;0;0;0;0
327;260;20210115;16;0;10;0;20;15;     ;-10;0;2;0;0;10299;70;8;83;     ;5;0;0;0;0;0
328;260;20210115;17;40;0;10;10;8;     ;-9;0;0;0;0;10300;67;8;88;     ;5;0;0;0;0;0
329;260;20210115;18;190;10;10;20;9;    4;-11;0;0;0;0;10300;67;8;86;     ;5;0;0;0;0;0
330;260;20210115;19;140;10;10;20;8;     ;-8;0;0;0;0;10303;66;8;89;     ;5;0;0;0;0;0
331;260;20210115;20;190;10;10;20;7;     ;-10;0;0;0;0;10305;65;8;88;     ;5;0;0;0;0;0
332;260;20210115;21;200;10;20;20;14;     ;-15;0;0;0;0;10305;70;8;81;     ;5;0;0;0;0;0
333;260;20210115;22;200;20;20;40;15;     ;-16;0;0;0;0;10305;70;8;80;     ;5;0;0;0;0;0
334;260;20210115;23;200;20;20;30;14;     ;-15;0;0;0;0;10300;69;8;81;     ;5;0;0;0;0;0
335;260;20210115;24;200;20;10;30;12;    3;-13;0;0;0;0;10297;68;8;83;     ;5;0;0;0;0;0
336;260;20210116;1;200;20;20;30;14;     ;-12;0;0;0;0;10295;70;8;83;     ;5;0;0;0;0;0
337;260;20210116;2;200;20;20;30;15;     ;-13;0;0;0;0;10290;70;8;82;     ;5;0;0;0;0;0
338;260;20210116;3;210;20;20;40;14;     ;-11;0;0;0;0;10287;70;8;83;     ;5;0;0;0;0;0
339;260;20210116;4;190;20;20;40;17;     ;-12;0;0;0;0;10280;70;8;81;     ;5;0;0;0;0;0
340;260;20210116;5;190;20;30;50;17;     ;-17;0;0;0;0;10274;75;8;78;     ;5;0;0;0;0;0
341;260;20210116;6;190;20;20;50;15;    5;-17;0;0;0;0;10268;75;8;79;     ;5;0;0;0;0;0
342;260;20210116;7;210;30;30;50;18;     ;-28;0;0;0;0;10264;75;8;71;     ;5;0;0;0;0;0
343;260;20210116;8;230;30;40;80;18;     ;-34;0;1;0;0;10260;80;8;68;     ;5;0;0;0;0;0
344;260;20210116;9;210;30;30;60;18;     ;-32;0;9;0;0;10255;78;8;69;     ;5;0;0;0;0;0
345;260;20210116;10;200;40;40;70;19;     ;-30;0;21;0;0;10253;72;8;69;     ;5;0;0;0;0;0
346;260;20210116;11;200;40;50;70;19;     ;-30;0;26;0;0;10245;74;8;70;     ;5;0;0;0;0;0
347;260;20210116;12;190;40;40;70;19;    8;-30;0;26;0;0;10232;78;8;69;     ;5;0;0;0;0;0
348;260;20210116;13;190;50;50;90;19;     ;-39;0;20;0;0;10218;80;8;65;     ;5;0;0;0;0;0
349;260;20210116;14;190;60;60;100;16;     ;-44;0;12;0;0;10205;82;8;64;     ;5;0;0;0;0;0
350;260;20210116;15;180;60;60;130;-5;     ;-20;0;6;5;2;10199;18;8;89;   86;7;0;0;1;0;0
351;260;20210116;16;160;50;50;110;-8;     ;-12;0;2;10;7;10189;13;8;96;   72;7;0;0;1;0;0
352;260;20210116;17;160;50;50;80;-9;     ;-11;0;0;10;8;10180;16;8;98;   72;7;0;0;1;0;0
353;260;20210116;18;160;40;40;80;-9;   -6;-11;0;0;10;5;10174;15;8;98;   72;7;0;0;1;0;0
354;260;20210116;19;160;40;40;70;-8;     ;-10;0;0;10;5;10172;24;8;98;   77;7;0;0;1;0;0
355;260;20210116;20;170;40;40;70;-5;     ;-8;0;0;0;-1;10168;35;8;97;   77;7;0;1;1;0;1
356;260;20210116;21;180;30;40;60;-3;     ;-9;0;0;0;-1;10165;50;8;95;   25;7;0;1;1;0;1
357;260;20210116;22;170;30;30;60;-2;     ;-9;0;0;0;0;10161;50;8;95;   10;7;0;0;0;0;0
358;260;20210116;23;180;30;30;60;-2;     ;-8;0;0;1;2;10157;42;8;95;   25;7;0;1;1;0;1
359;260;20210116;24;180;30;30;50;-1;   -6;-8;0;0;0;0;10151;39;8;94;   10;7;0;0;0;0;0
360;260;20210117;1;180;30;30;50;0;     ;-4;0;0;5;2;10149;17;8;96;   52;7;0;1;0;0;0
361;260;20210117;2;170;30;30;50;2;     ;-1;0;0;5;2;10145;14;8;98;   81;7;0;1;0;0;0
362;260;20210117;3;180;30;20;50;4;     ;1;0;0;4;4;10145;14;8;97;   81;7;0;1;0;0;0
363;260;20210117;4;170;20;20;40;5;     ;3;0;0;5;3;10144;20;8;98;   51;7;0;1;0;0;0
364;260;20210117;5;170;20;10;40;6;     ;3;0;0;0;-1;10145;16;8;98;   23;7;0;1;0;0;0
365;260;20210117;6;170;10;10;20;5;   -1;3;0;0;0;0;10147;10;8;98;   10;7;0;0;0;0;0
366;260;20210117;7;210;10;10;20;6;     ;3;0;0;0;0;10152;11;8;98;   20;7;1;0;0;0;0
367;260;20210117;8;250;10;10;20;6;     ;3;0;1;0;-1;10158;13;8;98;   23;7;1;1;0;0;0
368;260;20210117;9;280;20;20;30;33;     ;32;0;8;0;0;10168;50;8;98;   10;7;0;0;0;0;0
369;260;20210117;10;270;20;20;40;47;     ;38;0;27;0;0;10177;60;8;94;     ;5;0;0;0;0;0
370;260;20210117;11;290;20;20;50;55;     ;43;3;54;0;-1;10182;59;8;91;   52;7;0;1;0;0;0
371;260;20210117;12;300;20;30;60;69;    8;47;5;70;0;-1;10185;66;1;85;   22;7;0;1;0;0;0
372;260;20210117;13;310;30;40;70;78;     ;44;8;92;0;0;10186;66;3;79;     ;5;0;0;0;0;0
373;260;20210117;14;300;30;40;70;74;     ;43;2;37;0;0;10192;64;8;81;     ;5;0;0;0;0;0
374;260;20210117;15;340;40;50;100;59;     ;38;3;24;0;-1;10203;60;8;86;   51;7;0;1;0;0;0
375;260;20210117;16;300;30;20;60;54;     ;43;0;3;9;11;10208;65;8;92;   57;7;0;1;0;0;0
376;260;20210117;17;270;10;10;40;46;     ;40;0;0;0;-1;10214;62;8;95;   23;7;0;1;0;0;0
377;260;20210117;18;260;20;10;40;43;   21;37;0;0;0;0;10221;59;8;96;   10;7;0;0;0;0;0
378;260;20210117;19;270;20;20;40;43;     ;33;0;0;0;0;10225;60;6;93;     ;5;0;0;0;0;0
379;260;20210117;20;260;20;20;50;49;     ;39;0;0;0;0;10226;61;8;93;     ;5;0;0;0;0;0
380;260;20210117;21;260;20;20;40;44;     ;34;0;0;0;0;10229;61;8;93;     ;5;0;0;0;0;0
381;260;20210117;22;250;20;20;40;34;     ;27;0;0;0;0;10228;61;1;95;     ;5;0;0;0;0;0
382;260;20210117;23;230;20;20;30;28;     ;23;0;0;0;0;10232;60;5;96;     ;5;0;0;0;0;0
383;260;20210117;24;230;20;30;40;24;    0;18;0;0;0;0;10230;61;5;95;     ;5;0;0;0;0;0
384;260;20210118;1;230;30;30;50;30;     ;19;0;0;0;0;10226;65;5;92;     ;5;0;0;0;0;0
385;260;20210118;2;230;20;20;40;25;     ;15;0;0;0;0;10225;65;8;93;     ;5;0;0;0;0;0
386;260;20210118;3;230;30;30;50;30;     ;19;0;0;0;0;10225;64;8;92;     ;5;0;0;0;0;0
387;260;20210118;4;230;20;20;50;31;     ;23;0;0;0;0;10221;62;8;94;     ;5;0;0;0;0;0
388;260;20210118;5;230;30;40;60;36;     ;29;0;0;0;0;10219;60;8;95;     ;5;0;0;0;0;0
389;260;20210118;6;220;30;30;60;39;    3;31;0;0;0;0;10216;60;8;94;     ;5;0;0;0;0;0
390;260;20210118;7;220;40;40;70;39;     ;30;0;0;0;0;10212;59;8;94;   10;7;0;0;0;0;0
391;260;20210118;8;240;40;40;70;44;     ;32;0;1;0;0;10216;61;8;92;     ;5;0;0;0;0;0
392;260;20210118;9;220;40;40;80;46;     ;36;0;6;0;0;10214;61;8;93;     ;5;0;0;0;0;0
393;260;20210118;10;220;40;50;80;51;     ;39;0;25;0;-1;10209;63;8;91;   22;7;0;1;0;0;0
394;260;20210118;11;230;50;50;90;55;     ;38;0;35;0;0;10207;66;8;88;     ;5;0;0;0;0;0
395;260;20210118;12;230;50;40;90;57;   30;40;0;27;0;0;10204;66;8;88;    2;7;0;0;0;0;0
396;260;20210118;13;230;50;50;90;63;     ;42;0;27;0;-1;10197;65;8;86;   81;7;0;1;0;0;0
397;260;20210118;14;230;40;40;80;63;     ;42;0;17;0;-1;10192;67;8;86;   23;7;0;1;0;0;0
398;260;20210118;15;230;40;40;80;62;     ;35;2;17;0;-1;10188;70;7;82;   22;7;0;1;0;0;0
399;260;20210118;16;230;50;40;100;57;     ;36;0;2;1;1;10187;70;8;86;   22;7;0;1;0;0;0
400;260;20210118;17;240;40;50;100;58;     ;39;0;0;1;1;10188;69;8;87;   23;7;0;1;0;0;0
401;260;20210118;18;230;40;30;80;54;   44;38;0;0;0;0;10186;70;8;89;    2;7;0;0;0;0;0
402;260;20210118;19;220;40;40;80;53;     ;40;0;0;0;-1;10181;62;8;91;   23;7;0;1;0;0;0
403;260;20210118;20;220;50;50;90;52;     ;38;0;0;0;0;10177;65;7;90;     ;5;0;0;0;0;0
404;260;20210118;21;220;50;60;90;53;     ;37;0;0;0;0;10172;67;8;89;    3;7;0;0;0;0;0
405;260;20210118;22;220;50;50;90;50;     ;37;0;0;0;0;10165;64;8;90;     ;5;0;0;0;0;0
406;260;20210118;23;210;50;50;80;55;     ;42;0;0;0;0;10157;61;8;91;     ;5;0;0;0;0;0
407;260;20210118;24;210;60;60;100;59;   44;39;0;0;0;0;10148;66;8;87;    2;7;0;0;0;0;0
408;260;20210119;1;200;70;60;110;57;     ;29;0;0;0;0;10135;70;8;82;     ;5;0;0;0;0;0
409;260;20210119;2;200;60;50;110;54;     ;31;0;0;0;-1;10120;65;8;84;   51;7;0;1;0;0;0
410;260;20210119;3;190;60;60;110;48;     ;32;0;0;9;5;10105;62;8;89;   82;7;0;1;0;0;0
411;260;20210119;4;200;60;60;130;46;     ;35;0;0;10;14;10090;63;8;92;   61;7;0;1;0;0;0
412;260;20210119;5;200;60;60;120;48;     ;42;0;0;10;16;10075;56;8;95;   62;7;0;1;0;0;0
413;260;20210119;6;190;70;70;120;54;   42;45;0;0;10;21;10058;60;8;94;   61;7;0;1;0;0;0
414;260;20210119;7;210;70;80;130;61;     ;52;0;0;10;26;10043;57;8;93;   62;7;0;1;0;0;0
415;260;20210119;8;220;80;80;160;68;     ;58;0;0;10;24;10034;56;8;93;   62;7;0;1;0;0;0
416;260;20210119;9;230;90;80;160;74;     ;66;0;2;10;21;10031;40;8;94;   62;7;0;1;0;0;0
417;260;20210119;10;230;80;80;150;79;     ;73;0;7;10;14;10031;44;8;95;   62;7;0;1;0;0;0
418;260;20210119;11;240;70;70;130;95;     ;90;0;8;10;8;10033;34;8;96;   53;7;0;1;0;0;0
419;260;20210119;12;240;70;80;130;99;   51;91;0;10;9;4;10034;45;8;94;   52;7;0;1;0;0;0
420;260;20210119;13;240;70;70;150;102;     ;86;0;13;0;-1;10037;66;8;89;   22;7;0;1;0;0;0
421;260;20210119;14;240;80;70;170;103;     ;85;0;11;0;-1;10038;67;8;88;   81;7;0;1;0;0;0
422;260;20210119;15;240;80;80;170;100;     ;81;2;15;5;3;10040;70;8;87;   23;7;0;1;0;0;0
423;260;20210119;16;240;80;90;170;98;     ;73;0;3;0;0;10044;70;8;84;     ;5;0;0;0;0;0
424;260;20210119;17;230;80;80;160;97;     ;70;0;0;0;0;10044;70;8;82;     ;5;0;0;0;0;0
425;260;20210119;18;220;70;70;130;93;   87;67;0;0;0;0;10044;70;8;83;    2;7;0;0;0;0;0
426;260;20210119;19;220;80;70;170;91;     ;62;0;0;0;-1;10042;70;8;82;   23;7;0;1;0;0;0
427;260;20210119;20;210;80;70;150;86;     ;61;0;0;0;-1;10039;70;8;84;   23;7;0;1;0;0;0
428;260;20210119;21;200;80;70;140;79;     ;54;0;0;0;0;10031;70;8;84;    2;7;0;0;0;0;0
429;260;20210119;22;200;70;70;130;74;     ;50;0;0;0;0;10026;70;8;84;     ;5;0;0;0;0;0
430;260;20210119;23;200;80;80;140;74;     ;49;0;0;0;0;10019;70;8;84;     ;5;0;0;0;0;0
431;260;20210119;24;200;60;60;130;73;   69;47;0;0;0;-1;10013;70;8;83;   51;7;0;1;0;0;0
432;260;20210120;1;200;70;70;120;72;     ;42;0;0;0;-1;10006;70;8;81;   23;7;0;1;0;0;0
433;260;20210120;2;190;60;60;120;69;     ;44;0;0;0;0;10003;70;8;83;     ;5;0;0;0;0;0
434;260;20210120;3;200;60;60;130;70;     ;50;0;0;0;-1;9994;66;8;87;   51;7;0;1;0;0;0
435;260;20210120;4;190;60;60;120;74;     ;49;0;0;0;-1;9990;70;8;84;   22;7;0;1;0;0;0
436;260;20210120;5;200;70;70;130;77;     ;49;0;0;0;0;9982;70;8;82;     ;5;0;0;0;0;0
437;260;20210120;6;190;60;60;120;80;   65;49;0;0;0;0;9978;75;8;80;    2;7;0;0;0;0;0
438;260;20210120;7;200;60;70;120;82;     ;48;0;0;0;0;9974;75;8;78;     ;5;0;0;0;0;0
439;260;20210120;8;190;60;70;120;84;     ;54;0;0;0;0;9973;70;8;81;     ;5;0;0;0;0;0
440;260;20210120;9;190;60;60;120;82;     ;55;0;9;0;0;9972;70;8;83;     ;5;0;0;0;0;0
441;260;20210120;10;200;60;70;120;90;     ;46;0;13;0;0;9969;75;8;74;     ;5;0;0;0;0;0
442;260;20210120;11;190;70;60;120;92;     ;40;0;24;0;0;9963;80;8;69;     ;5;0;0;0;0;0
443;260;20210120;12;190;70;70;120;95;   75;31;2;42;0;-1;9957;83;8;64;   23;7;0;1;0;0;0
444;260;20210120;13;180;60;60;110;94;     ;34;0;24;0;-1;9949;80;8;66;   81;7;0;1;0;0;0
445;260;20210120;14;170;60;50;110;94;     ;35;0;27;0;-1;9938;80;8;66;   23;7;0;1;0;0;0
446;260;20210120;15;170;60;50;110;97;     ;33;0;17;0;0;9933;83;8;64;    2;7;0;0;0;0;0
447;260;20210120;16;180;60;60;100;94;     ;27;2;6;0;0;9930;83;8;62;     ;5;0;0;0;0;0
448;260;20210120;17;180;60;60;110;96;     ;21;0;0;0;0;9925;83;8;59;     ;5;0;0;0;0;0
449;260;20210120;18;180;60;60;110;97;   77;20;0;0;0;0;9920;83;8;58;    2;7;0;0;0;0;0
450;260;20210120;19;180;70;70;120;102;     ;24;0;0;0;0;9914;83;8;58;     ;5;0;0;0;0;0
451;260;20210120;20;190;70;70;130;106;     ;28;0;0;0;0;9909;83;8;58;     ;5;0;0;0;0;0
452;260;20210120;21;180;80;90;130;104;     ;41;0;0;0;-1;9901;83;8;64;   81;7;0;1;0;0;0
453;260;20210120;22;170;60;60;130;98;     ;49;0;0;0;-1;9888;75;8;71;   57;7;0;1;0;0;0
454;260;20210120;23;170;70;70;110;102;     ;52;0;0;0;-1;9876;75;8;71;   23;7;0;1;0;0;0
455;260;20210120;24;170;70;70;120;108;   80;51;0;0;0;0;9857;80;8;67;    2;7;0;0;0;0;0
456;260;20210121;1;170;80;80;140;111;     ;52;0;0;0;-1;9838;80;8;66;   81;7;0;1;0;0;0
457;260;20210121;2;180;80;90;150;113;     ;53;0;0;5;5;9825;80;8;66;   51;7;0;1;0;0;0
458;260;20210121;3;190;100;120;190;114;     ;62;0;0;0;-1;9816;68;8;70;   81;7;0;1;0;0;0
459;260;20210121;4;230;110;100;220;60;     ;43;0;0;9;29;9833;37;8;88;   63;7;0;1;0;0;0
460;260;20210121;5;230;90;100;190;77;     ;36;0;0;5;1;9847;75;8;75;   23;7;0;1;0;0;0
461;260;20210121;6;230;90;80;180;68;   52;24;0;0;0;-1;9866;71;7;73;   51;7;0;1;0;0;0
462;260;20210121;7;220;80;80;150;61;     ;14;0;0;0;-1;9880;75;4;71;   22;7;0;1;0;0;0
463;260;20210121;8;210;70;60;130;55;     ;14;0;1;0;0;9892;75;1;74;     ;5;0;0;0;0;0
464;260;20210121;9;210;60;70;110;61;     ;18;8;26;0;0;9896;75;0;73;    1;7;0;0;0;0;0
465;260;20210121;10;200;80;80;140;68;     ;31;7;52;0;-1;9900;67;7;77;   81;7;0;1;0;0;0
466;260;20210121;11;210;90;90;160;76;     ;29;7;69;0;-1;9900;75;7;72;   23;7;0;1;0;0;0
467;260;20210121;12;210;100;110;180;80;   43;30;8;66;0;0;9899;75;7;70;    2;7;0;0;0;0;0
468;260;20210121;13;210;100;100;170;79;     ;29;2;56;0;0;9897;75;7;70;     ;5;0;0;0;0;0
469;260;20210121;14;210;90;90;170;81;     ;28;2;42;0;0;9895;80;8;69;     ;5;0;0;0;0;0
470;260;20210121;15;210;90;90;160;79;     ;28;2;23;0;0;9897;75;7;70;     ;5;0;0;0;0;0
471;260;20210121;16;200;80;80;160;76;     ;27;2;7;0;0;9893;75;8;71;     ;5;0;0;0;0;0
472;260;20210121;17;190;70;50;120;75;     ;30;0;0;0;0;9888;75;8;73;     ;5;0;0;0;0;0
473;260;20210121;18;200;50;50;100;76;   65;34;0;0;0;0;9883;75;8;74;     ;5;0;0;0;0;0
474;260;20210121;19;200;70;50;140;56;     ;35;0;0;5;5;9874;65;8;86;   81;7;0;1;0;0;0
475;260;20210121;20;140;20;20;70;50;     ;42;0;0;10;15;9855;59;8;94;   62;7;0;1;0;0;0
476;260;20210121;21;10;20;20;40;47;     ;42;0;0;10;21;9834;56;8;96;   62;7;0;1;0;0;0
477;260;20210121;22;350;20;30;40;44;     ;40;0;0;10;22;9824;56;8;97;   62;7;0;1;0;0;0
478;260;20210121;23;310;30;40;80;35;     ;29;0;0;10;8;9831;50;8;96;   62;7;0;1;0;0;0
479;260;20210121;24;280;20;30;70;35;   32;29;0;0;10;12;9837;57;8;95;   62;7;0;1;0;0;0
